	bbc_url_id	date	news_title	label
27	45834100	12 Oṣù Ọ̀wàrà 2018	BBC: Ìrọ́ ní, a kò ṣètò owó ẹ̀kọ́ òfẹ fún akẹ́kọ̀ọ́ gboyè fásítì	nigeria
28	45833150	9 Oṣù Bélú 2019	Ìtàn Mánigbàgbé: D.O Fágúnwà máa ń sùn sí ibojì, aginjù tàbí ti ara rẹ̀ mọ́lé láti kọ̀wé	entertainment
29	45830415	12 Oṣù Ọ̀wàrà 2018	Celestine ẹlẹ́wọ̀n: Òun àti ọmọ rẹ̀ ló wà lọ́gbà ẹ̀wọ̀n	entertainment
30	45827038	22 Oṣù Bélú 2018	Atiku: Ọ̀dọ́ yóò gba isẹ́ 40%, obìnrin yóò mú 30%	politics
31	45826723	11 Oṣù Ọ̀wàrà 2018	Ibe Kachikwu ,Mínísítà fún epò rọ̀bì sọ pé òun kò parọ́ ìwé ẹ̀rí	entertainment
32	45826718	20 Oṣù Ọ̀wàrà 2018	Tanzania: Lẹ́yìn ọjọ́ mẹ́wàá, ajínigbé dá Dewji olówó sílẹ̀	africa
33	45820422	11 Oṣù Ọ̀wàrà 2018	Ibikunle Amosun: Ǹ ó fi ẹgbẹ́ òsṣèlú APC sílẹ̀'	politics
34	45808221	12 Oṣù Ọ̀wàrà 2018	Ìyansẹ́lódì MMA2: Alẹ́ Ọjọ́bọ ni ìyansẹ́lódì náà wá sópin	nigeria
35	45801284	9 Oṣù Ọ̀wàrà 2018	Disability in Africa: 'Ojú kò tì mí mọ́ pé ọmọ mi ní ìpènéjà ara'	nigeria
36	45781759	8 Oṣù Ọ̀wàrà 2018	Tọkọtaya méjì, ọmọ ìyá mẹ́rin bá ìjàmbá ọkọ̀ ayọ́kẹ́lẹ́ lọ l'Amerika	nigeria
37	45771358	10 Oṣù Ọ̀wàrà 2018	Ọlọ́pàá Ìpínlẹ Ondo: Egúngún tó pa ọ̀dọ́kùnrin yóò fojú ba Ilé- Ẹjọ́	nigeria
38	45762606	5 Oṣù Ọ̀wàrà 2018	Osun Election 2018: Àwọn ọlọ́pàá fi tajútajú tú àwọn ọmọ ẹgbẹ́ PDP tó fẹ̀hónú hàn nítorí ìbò Ọṣun	politics
39	45760336	13 Oṣù Ọ̀wàrà 2018	Gbenga Daniel: Onímọ̀ ọrọ̀ ajé tó dáńtọ́ àti ọ̀dọ́ ni Peter Obi ló se kájúẹ̀	politics
40	45756127	19 Oṣù Bélú 2018	Obìnrin míràn gbẹ́mi mi torí pé o fẹ́ ki ìdí òun tóbi síi	nigeria
41	45743902	4 Oṣù Ọ̀wàrà 2018	Ìkọlù Plateau: Àwọn agbébọn tún pa ènìyàn mẹ́tàlá ní Plateau	nigeria
42	45715854	4 Oṣù Ọ̀wàrà 2018	Lagos APC Primaries: Gómìnà Ambode gbà pé òun fìdí rẹmi	politics
43	45713060	2 Oṣù Ọ̀wàrà 2018	Jos crisis: Àwọn òbí n kó ọmọ wọn kúrò ní Unijos	nigeria
44	45681490	29 Oṣù Owewe 2018	Ìjàmbá Bàálù: Àjọ̀dún òmìnira ilẹ̀ wa ni wọn ń se lọ́wọ́, ni bàálù méjì já	nigeria
45	45672510	18 Oṣù Ọ̀wàrà 2019	NEMA: Ǹkan méje ló ń fa omíyale ní orílẹ̀-èdè Nàìjíríà	nigeria
46	45669678	28 Oṣù Owewe 2018	Osun rerun election: ''Olè jíjà tó tìí lágbara ni àtúndì ìbò tòní-PDP	politics
47	45662822	27 Oṣù Owewe 2018	Osun Election Results 2018: Àwọn olùdìbò tú jáde fún àtúndì ìbò	politics
48	45656359	26 Oṣù Owewe 2018	Ọṣọba ké gbàjarè lórí ẹ̀rọ ayàwòrán òfúrufú ?	nigeria
49	45650232	30 Oṣù Owewe 2018	NLC: Ẹgbẹ́ òṣìṣẹ́ so ìyanṣẹ́lódì rọ̀	nigeria
50	45649373	26 Oṣù Owewe 2018	BBC World News Komla Dumor award 2018: Waihiga Mwaura ló fakọyọ	nigeria
51	45642220	28 Oṣù Owewe 2018	OsunElectionResult2018: Báwọn kan se faramọ́ ìlànà ìdìbò náà, làwọn míì takòó	nigeria
52	45629365	25 Oṣù Owewe 2018	FIBA World Cup: D'Tigress tún fakọyọ lẹ́yìn tí wọ́n na Argentina	world
53	45623663	27 Oṣù Owewe 2018	Ọlọ́jọ́ Festival 2018: Ayẹyẹ ọdún Ọlọ́jọ́ ti Ilẹ Ifẹ̀ á parí pẹ̀lú àyájọ́ òmìnira Nàìjíríà	entertainment
54	45619356	23 Oṣù Owewe 2018	Osun Election Results 2018: oníkaluku fi èrò rẹ̀ hàn lórí ayélujára	nigeria
55	45619349	23 Oṣù Owewe 2018	Osun Election Results: Wọ́n ti ka ìbò Ọṣun tan, ìkéde INEC lo kù	politics
56	45618290	29 Oṣù Owewe 2018	Osun Election Results 2018: Adeleke sọ pé PDP yóò gba ipò gómìnà rẹ̀ padà nílé ẹjọ́	politics
57	45617079	27 Oṣù Bélú 2018	Ibura Gomina: Akọ̀wé ìjọba àpapọ̀ ló sojú Buhari	nigeria
58	45614328	22 Oṣù Owewe 2018	Sunny Ade: Ebenezer Obey sọ pé onírẹ̀lẹ̀ ènìyàn ni	entertainment
59	45597886	10 Oṣù Ọ̀pẹ̀ 2019	Ìtàn Mánigbàgbé: Kuti ni akọni Obìnrin Ẹ̀gbá tó di àwòkọ́ṣe rere f'áwọn ọ̀dọ́bìnrin ìwòyí	entertainment
60	45579887	31 Oṣù Ọ̀wàrà 2018	Sẹ́nétọ̀ Ademọla Adeleke ń jẹ́jọ́ aṣemáṣe lásìkò ìdánwò	politics
61	45564964	8 Oṣù Bélú 2018	Adeleke: 'Èmi ò kú o, koko lara mi le'	world
62	45560844	18 Oṣù Owewe 2018	Ìdí tí Obìnrin fi lé saǹ ìdajì owó láti ra fọ́ọ̀mù ìfèróngbà hàn	nigeria
63	45558217	19 Oṣù Owewe 2018	Tìlù tìfọn ní Ọṣun fi kí Buhari káàbọ̀ l'Óṣogbo	nigeria
64	45558216	18 Oṣù Owewe 2018	EMMY Awards 2018: Game of thrones gba àmì ẹ̀yẹ mẹ́jọ	sport
65	45558215	18 Oṣù Owewe 2018	UNICEF: Ẹ̀rọ ìbánisọ̀rọ̀ pọ̀ ju ilé ìgbọ̀nsẹ̀ lọ l'órílẹ̀-èdè Nàìjíríà	sport
66	45546507	19 Oṣù Owewe 2018	BBC OSUN DEBATE: Àwọn olùdíje sípò gomina sọ̀rọ̀ lórí ètò Èkọ́	nigeria
67	45535190	18 Oṣù Owewe 2018	ICPC: Ìwádìí ti pari lóri iwe ẹ̀ri ayéderú Kemi Adeosun	nigeria
68	45532805	15 Oṣù Owewe 2018	Ọwọ́ Ọlọ́pàá tẹ́ àwọn ajókùúgbé mọ́túárì	nigeria
69	45524589	26 Oṣù Bélú 2018	Buhari: Àìsí ìtọ́jú tó péye ló mú ṣọ́jà gba iṣẹ́ ọlọ́pàá ṣe láwùjọ	nigeria
70	45524588	30 Oṣù Ọ̀wàrà 2018	Ìjọba Buhari: Orúkọ Adeọsun tún wà lórí òpó ayélujára lẹ́yìn tó fipò sílẹ̀	nigeria
71	45524585	18 Oṣù Bélú 2018	Davido: Bí ọjọ́ ìbí mi se ń súnmọ́lé, lẹ̀bùn olówó ńlá ń wọlé fún mi	entertainment
72	45518206	14 Oṣù Owewe 2018	DSS: Àwọn ọ̀gá àgbà wo ló ti lo sáà rí lájọ ọ̀tẹlẹ̀múyẹ́ Nàìjíríà	nigeria
73	45507107	16 Oṣù Bélú 2018	Mimiko: Mo ti jáwọ́ lórí ìdíje ààrẹ, Sẹ́nétọ̀ ni mo fẹ́ báyìí	world
74	45505814	14 Oṣù Owewe 2018	Yakubu Dogara tẹ́wọ́ gba fọ́ọ̀mù láti dupò ààrẹ	politics
75	45499874	12 Oṣù Owewe 2018	Talàwọn ọmọlẹ́yìn Saraki tó ń du ipò Gómìnà ní Kwara?	politics
76	45481418	11 Oṣù Owewe 2018	Ìjọba ìpínlẹ̀ Ọ̀ṣun ní N16 bílíọ̀nù, owó Paris fund ti tẹ àwọn lọ́wọ́	nigeria
77	45478753	21 Oṣù Owewe 2018	David Bamigboye: Ọjọ́ Ẹtì ló mí kanlẹ̀ lẹ́yìn àìsàn ráńpẹ́	nigeria
78	45478341	10 Oṣù Owewe 2018	Àarẹ Tanzania: Ẹ má lo òògùn ìfètò sọ́mọ bíbí mọ́	nigeria
79	45474766	10 Oṣù Owewe 2018	Agbófinró mú afurasí to ṣekú pa Collins Esiabor	nigeria
80	45463618	5 Oṣù Ọ̀wàrà 2018	Fayoṣe fẹ́ kí EFCC sàn owó Ìtanràn N20 biliọnu fún òun	nigeria
81	45457790	8 Oṣù Owewe 2018	NEMA, NHISA ní ó ṣeéṣe kí ẹ̀kun omi wáyé ní ìpínlẹ̀ méjìlá	nigeria
82	45451128	8 Oṣù Owewe 2018	Tremor: Awọn olùgbé Mpape sọ ìrìrì wọn	nigeria
83	45443722	7 Oṣù Owewe 2018	Òjò àrọ̀rọ̀dá: Iṣẹ́ òòjọ́ dẹnu kọlẹ̀ l'Ékòó	nigeria
84	45443719	7 Oṣù Owewe 2018	Rinsola Abiola: ADP fi ayé gba obìnrin ati ọdọ ni mo ṣe darapọ̀ mọ́ wọn.	world
85	45431570	19 Oṣù Bélú 2018	2019 Election: Reuben Abati ni igbakeji gomina fún Kashamu	nigeria
86	45418998	20 Oṣù Owewe 2018	OsunDecides: Ohun mẹ́wàá tó yẹ kó o mọ̀ nípa Akinbade	politics
87	45418485	5 Oṣù Owewe 2018	Tọkọtaya láti Najiria wọ wahálà torí ààwẹ̀ p'ọmọ wọn ní Amẹrika	world
88	45418275	27 Oṣù Bélú 2018	Osun Election 2018: Wọ́n ṣe ìbúra fún Oyetọla gẹ́gẹ́ bí gómìnà tuntun	politics
89	45415572	5 Oṣù Owewe 2018	Ìdìbò 2019: kò s'ọ̀dọ́ tó lè ra fọ́ọ̀mù ipò Ààrẹ ní #45m	politics
90	45405207	13 Oṣù Owewe 2018	INEC 2019: Kí ló leè mú INEC fẹ́ sún ìdìbò síwájú?	politics
91	45401454	4 Oṣù Owewe 2018	Sẹnẹtọ David Mark ṣèlérí láti yí Nàìjíríà padà láàrin ọdún méjì	politics
92	45393639	6 Oṣù Owewe 2018	Ìdìbò 2019: Ọmọ ẹgbẹ́ APC àti PDP fìja pẹ́ẹ́tà l'Ábuja	politics
93	45393636	3 Oṣù Owewe 2018	Ìjọba àpapọ̀ buwọ́lu $1.3b fún àkanṣe iṣẹ́ márùn ún	entertainment
94	45389667	3 Oṣù Owewe 2018	Ìbúgbàmù Somalia: Àwọn ọmọ ilé ìwé farapa nínú ìbúgbàmù	nigeria
95	45385610	20 Oṣù Owewe 2018	OsunDecides: Saraki ní kò sí ìpínlẹ̀ tó jẹ òsìsẹ́ lówó tó Ọ̀sun	politics
96	45385608	3 Oṣù Owewe 2018	Boko Haram: Ejò lọwọ nínú lórí ikọlù àwọn ọmọ ogun Nàìjíríà	nigeria
97	45381178	1 Oṣù Owewe 2018	Olùkọ́ lu akẹ́kọ̀ọ́ pa nítorí ẹ̀sùn olè jíjà ní Tanzania	africa
98	45376672	1 Oṣù Owewe 2018	SON: Aṣọ ọmọ iléèwé tó n fa jẹjẹrẹ n bẹ l'ọ́jà ní Nàìjíríà	nigeria
99	45366938	31 Oṣù Ògún 2018	Europa: Arsenal yóò kojú Sporting, Chelsea yóò kojú PAOK Salonika	sport
100	45365351	31 Oṣù Ògún 2018	#NotTooYoungtoRun: Gbájú-ẹ̀ ni Saraki lò fún wa	nigeria
101	45358274	30 Oṣù Ògún 2018	Idris Ibrahim, kéde ìdí tó fi kó ọlọ́pàá 30,000 lọ si Ekiti	politics
102	45358273	30 Oṣù Ògún 2018	Ekiti: Awọn ọ̀dọ́ 2000 yóò gba iṣẹ́ lọ́wọ́ àwọn àgbàlagbà tó fẹ̀yìntì	nigeria
103	45352876	30 Oṣù Ògún 2018	Ìjọba ìpínlẹ̀ Òndó àti Zamfara ya ọjọ́ sọtọ fún gbígba PVC	nigeria
104	45345789	29 Oṣù Ògún 2018	CBN pàṣẹ kí MTN àti àwọn ilé ìfowópamọ́ da $8bn pada	entertainment
105	45345788	26 Oṣù Bélú 2018	Kayode Fayemi: Mi ò níi lọ́kàn láti wádìí Fayoṣe	politics
106	45345787	16 Oṣù Bélú 2018	Ẹgbẹ́ àpapọ̀ àwọn òṣìṣẹ́ ṣì dúró lórí ọ̀rọ̀ wọn	nigeria
107	45342726	5 Oṣù Owewe 2018	2019 Election: Ẹgbẹ́ ọmọ Nàìjíríà ra fọ́ọ̀mù fún ààrẹ Buhari	politics
108	45334490	28 Oṣù Ògún 2018	Agbófinró mú ọ̀dọ́mọkùnrin 57 níbi ètò ìgbaniwọlé fún ìbálòpọ̀ akọ-sí-akọ	entertainment
109	45330853	28 Oṣù Ògún 2018	Àwọn ọ̀dọ́ lu 'Ẹja' tó fi mọ́tò pa ọ̀dọ́kùnrin kan pa	world
110	45330852	28 Oṣù Ògún 2018	Ọ̀ọ̀ni bá Buhari sọ̀rọ̀ lórí dídá iṣẹ́ sílẹ̀ fáwọn ọ̀dọ́	nigeria
111	45330851	30 Oṣù Ògún 2018	Theresa May: A ó fún Nàìjíríà ní £70-million láti pèsè isẹ́	world
112	45330850	28 Oṣù Ògún 2018	NJC: Ẹ̀sùn kíkéde ìyanṣẹ́lódì tí kò bófinmu ló mú kí a fòfinde adarí òṣìṣẹ́ méjì	nigeria
113	45323526	27 Oṣù Ògún 2018	Àyẹ̀wò DNA ti fẹ́ bẹ̀rẹ̀ fún àwọn àlùfá Kátólíìkì tó bímọ	entertainment
114	45323523	27 Oṣù Ògún 2018	Ìjà Anglophone àti Francophone ti ń gba ẹbọ lọ́wọ́ tonílé-tàlejò	nigeria
115	45321302	27 Oṣù Ògún 2018	Ìjọba Nàìjíríà: Ọ̀rọ̀ ẹ̀yìn ni ọ̀rọ̀ Trump nípa Ààrẹ Buhari	nigeria
116	45308708	25 Oṣù Ògún 2018	Èrò ọmọ Nàìjíríà ṣọ̀tọ̀ọ̀tọ̀ lóri ohun to ṣẹlẹ̀ si Saraki lojude Ọba	nigeria
117	45275036	22 Oṣù Ògún 2018	IlorinDurbar: Emir Sulu-Gambari léwájú àwọn èèkàn ẹlẹ́ṣin níbi àjọ̀dún Dubar nílú Ilọrin	nigeria
118	45275031	25 Oṣù Ògún 2018	Buhari: ó wù mí láti kí àwọn èèyàn mi ni Daura lójúkojú.	nigeria
119	45262633	22 Oṣù Ògún 2018	Iku Fẹ́lẹ́: MC Oluọmọ, àwọn èèkàn ìlú sọ̀rọ̀ lórí ikú alága NURTW, Fẹ́lẹ́	entertainment
120	45262632	30 Oṣù Ògún 2018	Ọṣun; Àwọn aláìsàn ojú ké sí ìjọba láti ràn wọ́n lọ́wọ́	nigeria
121	45256596	21 Oṣù Ògún 2018	Ọdún iléyá 2018: Àwòrán tó jẹ arimaleelọ ni Yidi	entertainment
122	45256592	21 Oṣù Ògún 2018	NECO: Ẹ̀kọ́ Ìsírò, Gẹ̀ẹ́sì làwọn akẹ́kọ̀ọ́ ti fọ́mọyọ	nigeria
123	45249159	20 Oṣù Ògún 2018	Saraki: Tinubu fẹ́ di ààrẹ ní 2023, ló se ń tẹ̀lé Buhari	politics
124	45245205	22 Oṣù Ògún 2018	Adí-àgbọn: Ọ̀jọ̀gbọ́n Fasiti Harvard ní kẹ má mu àdí-àgbọn mọ́	world
125	45231607	18 Oṣù Ògún 2018	Ẹ̀kún omi India: Ìsẹ̀lẹ̀ náà ló tíì burú julọ́ làti ọgọ́rùn-ún ọdún sẹ́yìn	nigeria
126	45231548	14 Oṣù Owewe 2018	Kofi Annan: Ọbasanjọ àti Saraki nàá bá wọn péjú síbi ìsìnkú	politics
127	45209706	16 Oṣù Bélú 2018	'Ilé orin wa tí Ajimobi tun kọ́ dára púpọ̀, ṣùgbọ́n a kò ní dẹ́kun òtítọ́'	world
128	45203028	17 Oṣù Ògún 2018	River Nile: Ọmọ ilé-ìwé Kenba 24 ló kú s'ómi ní Sudan	nigeria
129	45198645	16 Oṣù Ògún 2018	FEC: Ìgbìmọ tuntun dìde láti sàtúntò ọlọ̀pàá	nigeria
130	45179596	14 Oṣù Ògún 2018	Ijọba Nàìjíríà pinnu láti dá àwọn èèyàn lókowò N10,000	nigeria
131	45176525	13 Oṣù Ògún 2018	Ààrẹ Kenyatta: mi ò kọ̀ láti pàdánù ọ̀rẹ́ tó bá lọ́wọ́ nínú ìwà àjẹbánu	nigeria
132	45167368	29 Oṣù Òkúdu 2019	Church of Satan: ọ̀rọ̀ Femi Fani-kayode fàbínú àwọn ọmọ ìjọ yọ	politics
133	45166970	13 Oṣù Ògún 2018	Ọọ̀ni: Gbogbo ẹni tó rí tajé se ló yẹ kó tọ́jú ọmọ òrukàn	entertainment
134	45162732	12 Oṣù Ògún 2018	Ọlọ́pàá: À ó wá agbẹ́bọn tó pa ọmọ ikọ IRT mẹ́rin	nigeria
135	45160704	12 Oṣù Ògún 2018	Àtundi ìbò Katsina: APC ri Sẹnẹtọ túntún kúnrá nílé Asojú-sòfin	politics
136	45154439	11 Oṣù Ògún 2018	Technovation 2018: Àwọn akẹ́kọ̀ọ́-binrin Naijiria gba ipò kínní	nigeria
137	45154438	11 Oṣù Ògún 2018	Bunmi Ojo: Ó ń wòran bọ́ọ́lù lọ́wọ́ ni àgbébọn sekú pàá	nigeria
138	45145832	10 Oṣù Ògún 2018	NLC: Ìjọba ti gbà láti san owó oṣù mẹ́rin fáwọn òṣìṣẹ́ l'Ọ́ṣun	nigeria
139	45145831	10 Oṣù Ògún 2018	CAN: Ìjọ tó bá bá àwọn èèyàn láramu ni kí wọ́n lọ̀	nigeria
140	45140832	10 Oṣù Ògún 2018	Òsìsẹ́ ilé-wòsàn Ondo: Gbogbo ìgbà ni alárùn ọpọlọ ń kọlù wàá	nigeria
141	45140831	10 Oṣù Ògún 2018	Akintọla Williams: Àwọn nkan tó ṣe pàtàkì tó yẹ kí o mọ̀ nípa Olùṣirò owó Àgbà àkọ́kọ́ ní Afrika	nigeria
142	45129317	15 Oṣù Ògún 2018	Ìgbẹ̀yìn Joe, akínkanjú to dóòlà ẹ̀mí èèyàn 13 ni P/Harcourt	nigeria
143	45125212	9 Oṣù Ògún 2018	DBanj: Ikú ọmọ mi kò leè paná ìfẹ́ láàrín èmi àti ìyàwó mi	entertainment
144	45110825	8 Oṣù Ògún 2018	Saraki: Àwọn kan n hùwà tani-ó-múmi ni Aso Rock lábẹ́ Buhari	nigeria
145	45110824	10 Oṣù Ògún 2018	Ademọla Adeleke: Àwọn akẹẹgbẹ́ mi ní iléẹ̀kọ́ girama mọ̀ mi bíi ìsáná ẹlẹ́ẹ́ta	politics
146	45110042	14 Oṣù Owewe 2018	Yusuf Magaji Bichi di Olùdarí àgbà tuntun	politics
147	45109764	23 Oṣù Ọ̀wàrà 2018	Izeowayi gb'ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́ lórí ìdíje àròkọ BBC Pidgin:	nigeria
148	45094483	15 Oṣù Ògún 2018	Èrò àwọn ọmọ Naijiria ṣọ̀tọ̀ọ́tọ̀ lórí ohun tó n wáyé l'ágbo òṣèlú	politics
149	45094480	15 Oṣù Ògún 2018	Iléèṣẹ́ ọlọ́pàá: ìwádìí bẹ́rẹ́ lórí ikú ọdaran tó tojú orun dójú ikú'	entertainment
150	45086085	6 Oṣù Ògún 2018	Wọn dóòlà ẹ̀mí ọ̀pọ̀ èrò níbi ìṣẹlẹ̀ ilẹ̀ rírì erékúṣù Lombok	entertainment
151	45084204	8 Oṣù Ògún 2018	NYSC: Àwọn àgùnbánirọ̀ gbọ́dọ̀ gba àṣẹ kí wọ́n tó ṣètò ìgbafẹ́	nigeria
152	45080747	6 Oṣù Ògún 2018	Fayose: Dídarapọ̀ mọ́ APC dàbí bíbá adigunjàlè ṣ'ọ̀rẹ́ ni	politics
153	45078748	5 Oṣù Ògún 2018	Aisha Buhari, ìyàwó ààrẹ Gambia Fatoumatta Bah-Barrow ṣe ọjọ ìbí níléèwòsàn l'Ábújá	nigeria
154	45077408	28 Oṣù Ògún 2018	2019 Election: Ilé Asófin késí INEC láti fi N143bn sọwọ́ sí wọn lẹ́ẹ̀kan si	politics
155	45070620	4 Oṣù Ògún 2018	Ladọja: PDP dalẹ́ àdéhùn ni mo fi gbé ẹrù mi kúrò níbẹ̀	nigeria
156	45068491	4 Oṣù Ògún 2018	Babatunde Fashola: Iná mọ̀nàmọ́ná ní Nàìjíríà ti wọ 7000 Megawaati	politics
157	45064549	3 Oṣù Ògún 2018	Àwọn òṣìṣẹ́ ilé ẹ̀kọ́ olùkọ́ni gùnlé ìyanṣẹ́lódì l'Ọ́ṣun	nigeria
158	45054912	3 Oṣù Ògún 2018	Zimbabwe Election: Ẹgbẹ́ alátakò kọ èsì ìdìbò	politics
159	45049434	3 Oṣù Ògún 2018	Zimbabwe Election: Ẹgbẹ́ alátakò kọ èsì ìdìbò	politics
160	45042519	2 Oṣù Ògún 2018	Bukola Saraki: Kí ló dé tí Adams Oshiomole n fẹ́ kó gbé adé APC sílẹ̀?	politics
161	45041598	2 Oṣù Ògún 2018	FEC: ìjọba buwọlu pàsípàrọ̀ ẹlẹ́wọn láti China	world
162	45037889	2 Oṣù Ògún 2018	Aarẹ Buhari n lọ sinmi ni London fun ọjọ mẹwa	nigeria
163	45036129	1 Oṣù Ògún 2018	Iyiola Oyedepo: Ọgọrọ ọmọ ẹgbẹ PDP ni yoo dárapọ mọ APC ní Kwara	politics
164	45028322	19 Oṣù Ògún 2018	Sokoto: Olùrànlọ́wọ́ 252 kọ̀wé fipò sílẹ̀ nínú ìjọba Tambuwal	nigeria
165	45028255	1 Oṣù Ògún 2018	Buhari: Màá sisẹ́ fún ààbò àti àgbéga ẹkùn wa	nigeria
166	45026851	31 Oṣù Agẹmọ 2018	Saraki: Mo kọ́ ẹ̀kọ́ ńlá lọ́dún mẹ́ta tí mo lò ní APC	politics
167	45025951	31 Oṣù Agẹmọ 2018	Bukola Saraki - Lẹyin ọpọlọpọ ijiroro mo ti fi ẹgbẹ APC silẹ lọ PDP	politics
168	45022755	7 Oṣù Bélú 2018	Bukola Saraki: Irọ́ ni pé sẹ́nétọ̀ kan yóò má gba ₦15m owó àjẹmọ́nú	politics
169	45022753	31 Oṣù Agẹmọ 2018	Adegoke: APC kò tẹ̀lé ìlànà ìdìbò tó yẹ l'Ọ́ṣun	politics
170	45017136	8 Oṣù Ògún 2018	Awọn ọlọ́pàá àti àwọn òṣiṣẹ́ ààbò ti ṣí afárá 3rd mainland padà	nigeria
171	45017135	31 Oṣù Agẹmọ 2018	Ìkọlù Plateau: Ortom ní inú òun dùn pé Buhari ń fi àmì ẹ̀yẹ dá Abdullahi lọ́lá	politics
172	45017134	31 Oṣù Agẹmọ 2018	Osun Election: Secondus sèpàdé pẹ̀lú Adeleke àtàwọn tó ń fapá-jánú	politics
173	45016137	31 Oṣù Agẹmọ 2018	Ìjọ Hàkíkà: O leè sùn ti ìyàwó mi, kí ń sùn ti tìrẹ	entertainment
